term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 1630.789596905175 1.218330142165185 
targyalasokon 	 26887.79020684666 0.36422321532813573 
alairtak 	 24827.216527440967 0.36422321532813573 
katonai 	 15446.725286328452 0.36422321532813573 
kerdesekrol 	 21304.642555835326 0.36422321532813573 
fogolycsererol 	 30410.364178452302 0.36422321532813573 
szolo 	 3239.710301314697 0.9421587353852721 
megallapodast 	 18708.626735856564 0.36422321532813573 
amelynek 	 4375.159694948409 0.8009463801138936 
ertelmeben 	 16998.674829347558 0.36422321532813573 
augusztus 	 17375.291543832773 0.36422321532813573 
aig 	 24827.216527440967 0.36422321532813573 
kivonjak 	 26887.79020684666 0.36422321532813573 
csapatokat 	 24827.216527440967 0.36422321532813573 
koztarsasagbol 	 30410.364178452302 0.36422321532813573 
majd 	 1902.5878630560376 1.1438225105634834 
ezutan 	 8891.034292114842 0.616224750635628 
megtartjak 	 26887.79020684666 0.36422321532813573 
valasztasokat 	 19842.642263635375 0.36422321532813573 
kezdodik 	 17375.291543832773 0.36422321532813573 
izraelben 	 23365.21623524102 0.36422321532813573 
elso 	 2948.03597320536 0.9421587353852721 
izben 	 12413.608263720484 0.616224750635628 
kovettek 	 7788.405411747006 0.8009463801138936 
merenyletet 	 24827.216527440967 0.36422321532813573 
valasztasok 	 7469.050574970933 0.616224750635628 
ota 	 4375.159694948409 0.8009463801138936 
vasarnap 	 8891.034292114842 0.616224750635628 
ejjel 	 22231.200707462205 0.36422321532813573 
jeruzsalem 	 30410.364178452302 0.36422321532813573 
kozeleben 	 20521.2488009532 0.36422321532813573 
ciszjordania 	 26887.79020684666 0.36422321532813573 
fele 	 3199.373580106023 0.9421587353852721 
vezeto 	 7026.018618236053 0.616224750635628 
autouton 	 30410.364178452302 0.36422321532813573 
egy 	 326.15791938103496 1.7725495704655827 
szemelyauto 	 26887.79020684666 0.36422321532813573 
utasaira 	 30410.364178452302 0.36422321532813573 
kocsibol 	 30410.364178452302 0.36422321532813573 
tobb 	 951.2939315280188 1.4553270825183706 
geppisztolysorozatot 	 30410.364178452302 0.36422321532813573 
adtak 	 8005.986981979306 0.616224750635628 
ismeretlen 	 17375.291543832773 0.36422321532813573 
terroristak 	 30410.364178452302 0.36422321532813573 
autoban 	 30410.364178452302 0.36422321532813573 
utazo 	 26887.79020684666 0.36422321532813573 
hazaspar 	 23365.21623524102 0.36422321532813573 
azonnal 	 3861.681321582113 0.9421587353852721 
meghalt 	 7788.405411747006 0.8009463801138936 
hatso 	 26887.79020684666 0.36422321532813573 
ulesen 	 6926.358786113566 0.616224750635628 
alvo 	 30410.364178452302 0.36422321532813573 
kilenc 	 22231.200707462205 0.36422321532813573 
honapos 	 23365.21623524102 0.36422321532813573 
gyermekuket 	 12413.608263720484 0.616224750635628 
csodaval 	 26887.79020684666 0.36422321532813573 
hataros 	 24827.216527440967 0.36422321532813573 
modon 	 3160.278187769912 0.9421587353852721 
nem 	 144.50034402957246 1.8924164104548296 
ertek 	 19244.068876429636 0.36422321532813573 
golyok 	 30410.364178452302 0.36422321532813573 
aldozatok 	 10652.321277917663 0.616224750635628 
ortodox 	 23365.21623524102 0.36422321532813573 
zsidok 	 18708.626735856564 0.36422321532813573 
voltak 	 13125.479084845227 0.36422321532813573 
ejnye 	 24827.216527440967 0.36422321532813573 
mintha 	 14701.68643048534 0.36422321532813573 
kozmetikalt 	 30410.364178452302 0.36422321532813573 
hiradas 	 23365.21623524102 0.36422321532813573 
lenne 	 2915.8696981613193 0.9421587353852721 
antiszemitizmus 	 7101.547518611776 0.8009463801138936 
vilagjelentes 	 30410.364178452302 0.36422321532813573 
cimu 	 14259.494612624043 0.36422321532813573 
tanulmanya 	 22231.200707462205 0.36422321532813573 
megallapitja 	 23365.21623524102 0.36422321532813573 
vilagszerte 	 19842.642263635375 0.36422321532813573 
altalaban 	 15186.052764250919 0.36422321532813573 
csokkeno 	 11682.60811762051 0.616224750635628 
tendenciat 	 30410.364178452302 0.36422321532813573 
mutat 	 18708.626735856564 0.36422321532813573 
egyesult 	 8005.986981979306 0.616224750635628 
allamokban 	 21304.642555835326 0.36422321532813573 
viszont 	 5962.075657361404 0.616224750635628 
erosodtek 	 26887.79020684666 0.36422321532813573 
megnyilatkozasai 	 30410.364178452302 0.36422321532813573 
amerikaiak 	 10260.6244004766 0.616224750635628 
koreben 	 17782.068584229684 0.36422321532813573 
leomlott 	 30410.364178452302 0.36422321532813573 
antiszemita 	 9921.321131817687 0.616224750635628 
beszed 	 21304.642555835326 0.36422321532813573 
tabuja 	 30410.364178452302 0.36422321532813573 
szelsoseges 	 16998.674829347558 0.36422321532813573 
miliciak 	 30410.364178452302 0.36422321532813573 
louis 	 18708.626735856564 0.36422321532813573 
farrakhan 	 24827.216527440967 0.36422321532813573 
iszlam 	 26887.79020684666 0.36422321532813573 
nevu 	 15186.052764250919 0.36422321532813573 
mozgalmanak 	 30410.364178452302 0.36422321532813573 
tevekenysege 	 22231.200707462205 0.36422321532813573 
hozzajarult 	 22231.200707462205 0.36422321532813573 
negativ 	 22231.200707462205 0.36422321532813573 
iranyzathoz 	 30410.364178452302 0.36422321532813573 
tenyezo 	 24827.216527440967 0.36422321532813573 
tarsalgasi 	 30410.364178452302 0.36422321532813573 
nyelvezet 	 30410.364178452302 0.36422321532813573 
altalanos 	 7129.7473063120215 0.616224750635628 
eldurvulasa 	 30410.364178452302 0.36422321532813573 
immar 	 15186.052764250919 0.36422321532813573 
elegans 	 26887.79020684666 0.36422321532813573 
dolog 	 14052.037236472106 0.36422321532813573 
allamokbeli 	 26887.79020684666 0.36422321532813573 
zsido 	 7129.7473063120215 0.616224750635628 
kisebbseg 	 5791.763847944258 0.8009463801138936 
vedelmeben 	 10652.321277917663 0.616224750635628 
fellepni 	 24827.216527440967 0.36422321532813573 
vezetok 	 16320.068292029733 0.36422321532813573 
korabbiaknal 	 30410.364178452302 0.36422321532813573 
sokkal 	 14938.101149941866 0.36422321532813573 
nehezebben 	 30410.364178452302 0.36422321532813573 
talalnak 	 26887.79020684666 0.36422321532813573 
szovetsegeseket 	 30410.364178452302 0.36422321532813573 
elleni 	 4553.6404084727665 0.8009463801138936 
harcban 	 22231.200707462205 0.36422321532813573 
jelentes 	 9622.034438214818 0.616224750635628 
orszag 	 842.2959923443884 1.5142388609585382 
viszonyait 	 26887.79020684666 0.36422321532813573 
vizsgalta 	 24827.216527440967 0.36422321532813573 
megallapitotta 	 7788.405411747006 0.8009463801138936 
kelet 	 4753.164870874681 0.8009463801138936 
kozep 	 7026.018618236053 0.616224750635628 
europaban 	 5549.351018816957 0.8009463801138936 
kommunizmus 	 17782.068584229684 0.36422321532813573 
osszeomlasa 	 24827.216527440967 0.36422321532813573 
altal 	 1965.3573154702399 1.1438225105634834 
kivaltott 	 26887.79020684666 0.36422321532813573 
hullam 	 26887.79020684666 0.36422321532813573 
tul 	 14259.494612624043 0.36422321532813573 
van 	 569.9011110896139 1.5820474342231738 
csucspontjan 	 30410.364178452302 0.36422321532813573 
vajon 	 13852.717572227131 0.36422321532813573 
miert 	 3845.9969784870036 0.8009463801138936 
iszonyatos 	 26887.79020684666 0.36422321532813573 
visszatetszest 	 30410.364178452302 0.36422321532813573 
kelt 	 20521.2488009532 0.36422321532813573 
hiabavalo 	 23365.21623524102 0.36422321532813573 
erofeszites 	 30410.364178452302 0.36422321532813573 
usa 	 1825.5347669157866 1.1438225105634834 
ban 	 5831.739396322639 0.616224750635628 
alkotmanyosan 	 23365.21623524102 0.36422321532813573 
garantalt 	 30410.364178452302 0.36422321532813573 
kifejezesi 	 30410.364178452302 0.36422321532813573 
ellen 	 2332.695758529055 1.053614416010117 
lobbizik 	 26887.79020684666 0.36422321532813573 
kulonosen 	 4080.0170730074333 0.9421587353852721 
internet 	 5260.76641555045 0.36422321532813573 
sajtoszabadsaga 	 30410.364178452302 0.36422321532813573 
katasztrofalis 	 21304.642555835326 0.36422321532813573 
strategiai 	 23365.21623524102 0.36422321532813573 
hibanak 	 30410.364178452302 0.36422321532813573 
bizonyulhat 	 30410.364178452302 0.36422321532813573 
mert 	 439.05873762831635 1.7054135437809463 
amerikai 	 4163.133330784323 0.8009463801138936 
kozvelemeny 	 15446.725286328452 0.36422321532813573 
veglegesen 	 21304.642555835326 0.36422321532813573 
megfordul 	 30410.364178452302 0.36422321532813573 
ennek 	 1922.9984892435018 1.1438225105634834 
eredmenyekent 	 19842.642263635375 0.36422321532813573 
evi 	 4432.588923487014 0.8009463801138936 
milliard 	 4265.831440141364 0.8009463801138936 
tamogatas 	 17782.068584229684 0.36422321532813573 
megszunik 	 19842.642263635375 0.36422321532813573 
vagy 	 878.1174752566327 1.4864670181929622 
lenyegesen 	 19842.642263635375 0.36422321532813573 
megcsappan 	 30410.364178452302 0.36422321532813573 
akkor 	 1084.0137558838917 1.4201667920663121 
kockazat 	 24827.216527440967 0.36422321532813573 
ilyen 	 3974.7171049076032 0.8009463801138936 
tamasz 	 30410.364178452302 0.36422321532813573 
nelkul 	 2948.03597320536 0.9421587353852721 
maradt 	 6926.358786113566 0.616224750635628 
paranyi 	 30410.364178452302 0.36422321532813573 
aligha 	 17782.068584229684 0.36422321532813573 
fog 	 7026.018618236053 0.616224750635628 
tudni 	 8005.986981979306 0.616224750635628 
sikeresen 	 23365.21623524102 0.36422321532813573 
ellenallni 	 30410.364178452302 0.36422321532813573 
szazszorakkora 	 30410.364178452302 0.36422321532813573 
baratsagtalan 	 26887.79020684666 0.36422321532813573 
kornyezetenek 	 30410.364178452302 0.36422321532813573 
almodik 	 22231.200707462205 0.36422321532813573 
nyomor 	 11115.600353731103 0.616224750635628 
tarthatoak 	 30410.364178452302 0.36422321532813573 
lesznek 	 8160.034146014867 0.616224750635628 
imf 	 2620.249150803999 1.1438225105634834 
nek 	 13125.479084845227 0.36422321532813573 
tett 	 6029.839673197176 0.616224750635628 
igereteink 	 30410.364178452302 0.36422321532813573 
hangoztatta 	 20521.2488009532 0.36422321532813573 
laszlocsaba 	 30410.364178452302 0.36422321532813573 
helyettes 	 5549.351018816957 0.8009463801138936 
allamtitkara 	 7860.747452411996 0.616224750635628 
tarca 	 8324.026528225435 0.616224750635628 
szovivoje 	 19244.068876429636 0.36422321532813573 
tegnapisajtotajekoztatojan 	 10260.6244004766 0.616224750635628 
elmondta 	 13125.479084845227 0.36422321532813573 
delegacioja 	 26887.79020684666 0.36422321532813573 
jovo 	 2851.8989225248088 1.053614416010117 
heten 	 5440.022764009911 0.8009463801138936 
hetfon 	 7860.747452411996 0.616224750635628 
erkezik 	 23365.21623524102 0.36422321532813573 
hazankba 	 26887.79020684666 0.36422321532813573 
attekintse 	 30410.364178452302 0.36422321532813573 
valosult 	 26887.79020684666 0.36422321532813573 
meg 	 317.0979771760062 1.7781668595766182 
akeszenleti 	 30410.364178452302 0.36422321532813573 
hitelmegallapodas 	 15205.182089226151 0.616224750635628 
alairasakor 	 30410.364178452302 0.36422321532813573 
kituzott 	 24827.216527440967 0.36422321532813573 
celokbol 	 30410.364178452302 0.36422321532813573 
esmegismerje 	 30410.364178452302 0.36422321532813573 
kormanyzat 	 5337.32465465287 0.8009463801138936 
gazdasagpolitikarol 	 24827.216527440967 0.36422321532813573 
alkotottelkepzeleseit 	 30410.364178452302 0.36422321532813573 
laszlo 	 4213.704250359883 0.8009463801138936 
azt 	 753.0630126998411 1.5391610145449912 
kozolte 	 4319.613735086263 0.8009463801138936 
forint 	 7129.7473063120215 0.616224750635628 
szazalekosleertekelesi 	 30410.364178452302 0.36422321532813573 
utemen 	 30410.364178452302 0.36422321532813573 
kivannak 	 18708.626735856564 0.36422321532813573 
valtoztatni 	 19842.642263635375 0.36422321532813573 
gyakorlo 	 13443.89510342333 0.616224750635628 
kerdes 	 12198.920933218351 0.36422321532813573 
kovetkezo 	 13125.479084845227 0.36422321532813573 
hir 	 17375.291543832773 0.36422321532813573 
olvasasahoz 	 26887.79020684666 0.36422321532813573 
mennyi 	 9354.313367928282 0.616224750635628 
haromszor 	 23365.21623524102 0.36422321532813573 
negy 	 13297.766770461041 0.36422321532813573 
honapban 	 20521.2488009532 0.36422321532813573 
egymilliard 	 9622.034438214818 0.616224750635628 
dollar 	 6099.4604666091755 0.616224750635628 
kulkereskedelmimerleg 	 30410.364178452302 0.36422321532813573 
hianya 	 16320.068292029733 0.36422321532813573 
dollarnyi 	 21304.642555835326 0.36422321532813573 
import 	 16320.068292029733 0.36422321532813573 
milliardnyi 	 30410.364178452302 0.36422321532813573 
export 	 15721.494904823992 0.36422321532813573 
egyenlegekent 	 30410.364178452302 0.36422321532813573 
ebbol 	 13476.100857741916 0.36422321532813573 
millio 	 2591.7682410517573 1.053614416010117 
terheli 	 20521.2488009532 0.36422321532813573 
folyo 	 16648.05305645087 0.36422321532813573 
fizetesi 	 17782.068584229684 0.36422321532813573 
merleget 	 26887.79020684666 0.36422321532813573 
aprilisban 	 22231.200707462205 0.36422321532813573 
csaknem 	 9112.130201045491 0.616224750635628 
dollarral 	 6840.4162669844 0.8009463801138936 
novekedett 	 11682.60811762051 0.616224750635628 
kulkereskedelmi 	 20521.2488009532 0.36422321532813573 
deficit 	 8160.034146014867 0.616224750635628 
kisebb 	 5337.32465465287 0.8009463801138936 
mint 	 543.596532301725 1.6476314129366372 
egyevvel 	 30410.364178452302 0.36422321532813573 
korabban 	 13660.9212254183 0.36422321532813573 
mostani 	 6830.46061270915 0.616224750635628 
tendencia 	 13443.89510342333 0.616224750635628 
alapjan 	 6320.556375539824 0.616224750635628 
tarthato 	 6614.2140878784585 0.8009463801138936 
egesz 	 4066.3069777394503 0.8009463801138936 
evretervezett 	 30410.364178452302 0.36422321532813573 
ketmilliard 	 11682.60811762051 0.616224750635628 
dollaros 	 9112.130201045491 0.616224750635628 
hiany 	 8891.034292114842 0.616224750635628 
jelentette 	 13297.766770461041 0.36422321532813573 
berenyi 	 13443.89510342333 0.616224750635628 
lajos 	 7860.747452411996 0.616224750635628 
ikm 	 23365.21623524102 0.36422321532813573 
egyharmad 	 24827.216527440967 0.36422321532813573 
alatt 	 1943.9131321075463 1.1438225105634834 
tobbet 	 5666.2249431158525 0.8009463801138936 
importalunk 	 30410.364178452302 0.36422321532813573 
exportalunk 	 30410.364178452302 0.36422321532813573 
lesz 	 951.2939315280188 1.4553270825183706 
haromharmad 	 30410.364178452302 0.36422321532813573 
igen 	 4265.831440141364 0.8009463801138936 
harommilliard 	 23365.21623524102 0.36422321532813573 
tetszenek 	 6614.2140878784585 0.8009463801138936 
elhinni 	 26887.79020684666 0.36422321532813573 
hazudozo 	 21304.642555835326 0.36422321532813573 
elftarsnak 	 30410.364178452302 0.36422321532813573 
evre 	 2531.00879404182 1.1438225105634834 
tervezett 	 15186.052764250919 0.36422321532813573 
percre 	 26887.79020684666 0.36422321532813573 
bbb 	 24827.216527440967 0.36422321532813573 
minusz 	 26887.79020684666 0.36422321532813573 
tornaztak 	 30410.364178452302 0.36422321532813573 
fel 	 1442.2488669326262 1.280908095207715 
hitelminositesunket 	 30410.364178452302 0.36422321532813573 
alig 	 15721.494904823992 0.36422321532813573 
nehany 	 2497.879998470594 1.053614416010117 
kuldottsegenek 	 30410.364178452302 0.36422321532813573 
budapestre 	 23365.21623524102 0.36422321532813573 
erkezese 	 30410.364178452302 0.36422321532813573 
elottaz 	 30410.364178452302 0.36422321532813573 
harmadik 	 15186.052764250919 0.36422321532813573 
legnagyobb 	 6320.556375539824 0.616224750635628 
hitelminositoje 	 30410.364178452302 0.36422321532813573 
duff 	 30410.364178452302 0.36422321532813573 
phelps 	 30410.364178452302 0.36422321532813573 
bbbminusz 	 30410.364178452302 0.36422321532813573 
vagyis 	 4319.613735086263 0.8009463801138936 
befektetesre 	 30410.364178452302 0.36422321532813573 
ajanlott 	 19842.642263635375 0.36422321532813573 
kategoriaba 	 11682.60811762051 0.616224750635628 
soroltamagyarorszagot 	 30410.364178452302 0.36422321532813573 
jelezte 	 8324.026528225435 0.616224750635628 
budapest 	 3239.710301314697 0.9421587353852721 
teljesiti 	 21304.642555835326 0.36422321532813573 
kotottkeszenleti 	 30410.364178452302 0.36422321532813573 
felteteleit 	 26887.79020684666 0.36422321532813573 
tiszta 	 9112.130201045491 0.616224750635628 
rohej 	 26887.79020684666 0.36422321532813573 
jon 	 14938.101149941866 0.36422321532813573 
harmadrangu 	 24827.216527440967 0.36422321532813573 
liberalisok 	 19244.068876429636 0.36422321532813573 
kontrollalt 	 30410.364178452302 0.36422321532813573 
tarsasag 	 16998.674829347558 0.36422321532813573 
latogatas 	 24827.216527440967 0.36422321532813573 
idejere 	 23365.21623524102 0.36422321532813573 
felminosit 	 30410.364178452302 0.36422321532813573 
amugy 	 18224.260402090982 0.36422321532813573 
tizenvalahanyadik 	 30410.364178452302 0.36422321532813573 
hitelminositesi 	 30410.364178452302 0.36422321532813573 
hitelminosites 	 30410.364178452302 0.36422321532813573 
persze 	 4432.588923487014 0.8009463801138936 
jelenti 	 13852.717572227131 0.36422321532813573 
filler 	 30410.364178452302 0.36422321532813573 
kolcsont 	 24827.216527440967 0.36422321532813573 
csupan 	 3160.278187769912 0.9421587353852721 
tanacs 	 16998.674829347558 0.36422321532813573 
semmi 	 4319.613735086263 0.8009463801138936 
mas 	 2981.037828680702 0.9421587353852721 
utana 	 5666.2249431158525 0.8009463801138936 
ezt 	 1922.9984892435018 1.1438225105634834 
boduletes 	 26887.79020684666 0.36422321532813573 
hirt 	 18708.626735856564 0.36422321532813573 
onnel 	 26887.79020684666 0.36422321532813573 
ugy 	 2283.105435667245 1.053614416010117 
akarjak 	 16998.674829347558 0.36422321532813573 
megetetni 	 30410.364178452302 0.36422321532813573 
sikerpropagandat 	 30410.364178452302 0.36422321532813573 
huszonketezer 	 30410.364178452302 0.36422321532813573 
kozalkalmazott 	 26887.79020684666 0.36422321532813573 
elbocsatasa 	 24827.216527440967 0.36422321532813573 
tandij 	 12413.608263720484 0.616224750635628 
emelese 	 10652.321277917663 0.616224750635628 
kovetkezik 	 8005.986981979306 0.616224750635628 
szerint 	 761.035145222415 1.5391610145449912 
szigoru 	 11682.60811762051 0.616224750635628 
koltsegvetes 	 14475.782573100363 0.36422321532813573 
varhato 	 7723.362643164226 0.616224750635628 
evben 	 7350.84321524267 0.616224750635628 
derul 	 22231.200707462205 0.36422321532813573 
budzse 	 30410.364178452302 0.36422321532813573 
iranyelveirol 	 23365.21623524102 0.36422321532813573 
eloterjesztesbol 	 26887.79020684666 0.36422321532813573 
melyrol 	 23365.21623524102 0.36422321532813573 
akozeljovoben 	 30410.364178452302 0.36422321532813573 
targyal 	 23365.21623524102 0.36422321532813573 
kormany 	 1048.9082668600918 1.4201667920663121 
tervezet 	 26887.79020684666 0.36422321532813573 
iden 	 4617.57252407571 0.8009463801138936 
szeptemberben 	 7101.547518611776 0.8009463801138936 
kilencezer 	 30410.364178452302 0.36422321532813573 
januartol 	 24827.216527440967 0.36422321532813573 
ezer 	 2625.0958169690452 1.053614416010117 
elbocsatasara 	 30410.364178452302 0.36422321532813573 
szukseg 	 6830.46061270915 0.616224750635628 
koltsegvetesi 	 15721.494904823992 0.36422321532813573 
szektorban 	 26887.79020684666 0.36422321532813573 
beveteli 	 30410.364178452302 0.36422321532813573 
forrasok 	 23365.21623524102 0.36422321532813573 
szerepel 	 16648.05305645087 0.36422321532813573 
egyebek 	 20521.2488009532 0.36422321532813573 
egyetemi 	 5148.908428776151 0.8009463801138936 
szazalekos 	 4375.159694948409 0.8009463801138936 
igy 	 2283.105435667245 1.053614416010117 
kell 	 878.1174752566327 1.4864670181929622 
forradalmi 	 19842.642263635375 0.36422321532813573 
ifjusagot 	 30410.364178452302 0.36422321532813573 
eloteremteni 	 30410.364178452302 0.36422321532813573 
otlet 	 21304.642555835326 0.36422321532813573 
taxisblokad 	 30410.364178452302 0.36422321532813573 
helyett 	 6244.699996176485 0.616224750635628 
kamionblokadot 	 30410.364178452302 0.36422321532813573 
reggel 	 20521.2488009532 0.36422321532813573 
letenyetol 	 30410.364178452302 0.36422321532813573 
haladva 	 30410.364178452302 0.36422321532813573 
het 	 7860.747452411996 0.616224750635628 
vegiteherszallitasi 	 30410.364178452302 0.36422321532813573 
tilalom 	 26887.79020684666 0.36422321532813573 
parkolohelyen 	 30410.364178452302 0.36422321532813573 
biztositott 	 7788.405411747006 0.8009463801138936 
elegtelenkamionos 	 30410.364178452302 0.36422321532813573 
ellatas 	 11115.600353731103 0.616224750635628 
miatt 	 3930.7146309404798 0.8009463801138936 
jarmuszerelveny 	 30410.364178452302 0.36422321532813573 
vezetoje 	 7026.018618236053 0.616224750635628 
figyelemfelhivo 	 30410.364178452302 0.36422321532813573 
lassito 	 30410.364178452302 0.36422321532813573 
demonstraciot 	 26887.79020684666 0.36422321532813573 
kezdett 	 10260.6244004766 0.616224750635628 
hataraban 	 26887.79020684666 0.36422321532813573 
hoz 	 5240.498301607998 0.8009463801138936 
erve 	 24827.216527440967 0.36422321532813573 
kamion 	 13443.89510342333 0.616224750635628 
befejezte 	 15205.182089226151 0.616224750635628 
akciojat 	 30410.364178452302 0.36422321532813573 
fuvarozok 	 30410.364178452302 0.36422321532813573 
orszagos 	 13476.100857741916 0.36422321532813573 
szovetsegenek 	 21304.642555835326 0.36422321532813573 
tajekoztatasa 	 26887.79020684666 0.36422321532813573 
szervezet 	 7237.891286550182 0.616224750635628 
vett 	 7860.747452411996 0.616224750635628 
reszt 	 14259.494612624043 0.36422321532813573 
figyelemkelto 	 30410.364178452302 0.36422321532813573 
sztrajk 	 20521.2488009532 0.36422321532813573 
szervezeseben 	 13443.89510342333 0.616224750635628 
kamionstop 	 26887.79020684666 0.36422321532813573 
tiltakozasukat 	 26887.79020684666 0.36422321532813573 
tovabbitjak 	 30410.364178452302 0.36422321532813573 
kormanyhoz 	 26887.79020684666 0.36422321532813573 
vezet 	 16998.674829347558 0.36422321532813573 
eredmenyre 	 24827.216527440967 0.36422321532813573 
elkepzelheto 	 20521.2488009532 0.36422321532813573 
fuvosz 	 30410.364178452302 0.36422321532813573 
vallalkozok 	 6614.2140878784585 0.8009463801138936 
keresere 	 23365.21623524102 0.36422321532813573 
kozuti 	 30410.364178452302 0.36422321532813573 
tiltakozo 	 23365.21623524102 0.36422321532813573 
akciokat 	 23365.21623524102 0.36422321532813573 
szervez 	 23365.21623524102 0.36422321532813573 
magyarorszagot 	 8160.034146014867 0.616224750635628 
tucat 	 26887.79020684666 0.36422321532813573 
blokadjaval 	 30410.364178452302 0.36422321532813573 
nemzetkozi 	 1542.7606662453877 1.280908095207715 
utak 	 22231.200707462205 0.36422321532813573 
belepesi 	 26887.79020684666 0.36422321532813573 
kilepesi 	 30410.364178452302 0.36422321532813573 
pontjain 	 26887.79020684666 0.36422321532813573 
tokeletesen 	 18224.260402090982 0.36422321532813573 
lehetne 	 14938.101149941866 0.36422321532813573 
benitani 	 30410.364178452302 0.36422321532813573 
mivel 	 2009.9465577323922 1.1438225105634834 
petoek 	 23365.21623524102 0.36422321532813573 
modszer 	 24827.216527440967 0.36422321532813573 
szupertorvenyes 	 30410.364178452302 0.36422321532813573 
polgari 	 7723.362643164226 0.616224750635628 
engedetlenseg 	 23365.21623524102 0.36422321532813573 
bokros 	 7593.026382125459 0.616224750635628 
horn 	 1048.9082668600918 1.4201667920663121 
maganhaboruja 	 30410.364178452302 0.36422321532813573 
